ID,gender,feduc,peducd,meduc,meducd,educ,educd,educsubj,score,salary9606,salary1,date1,salary2,date2,salary3,date3,salary4,date4,salary5,date5,salarynow,jobprotection,jobeduc,cpn2014
13869,女,大學,公立,高職,公立,碩士,公立一般大學,社會科學、商業及法律領域,56,6000,5000,9409,,9502,6000,9709,,,,,6000,4,5,0
51303,男,國(初)中,,小學,,五專,,,,26000,26000,9701,30000,9812,27000,9907,,,,,27000,1,3,0
12301,男,高中,,小學,,高職,,,,0,18000,9210,,9306,30000,9411,,9506,30000,9601,30000,2,1,0
20098,女,軍警官學校,,五專,,技術學院或科技大學,私立技職學院,科學領域,,0,15000,9207,,9209,9000,9308,,9407,8000,9410,35000,4,2,0
52604,女,士官學校,公立,高中職業科,,大學,私立一般大學,人文及藝術領域,,28000,17500,9507,,9508,28000,9610,25500,9812,,,25500,4,2,0
52782,女,國(初)中,,無《A8》,,技術學院或科技大學,私立科技大學,服務領域,,0,7200,8907,,8909,11200,9307,6600,9403,,9405,18000,4,2,0
22331,女,軍警官學校,公立,高職,,大學,私立一般大學,人文及藝術領域,48,21000,12000,9512,21000,9607,,,,,,,30000,4,1,0
23232,男,小學,公立,國（初）中,公立,大學,私立一般大學,工程、製造及營造領域,45,0,17500,9110,,9306,,9407,25000,9510,30000,9604,35000,3,4,0
19314,女,小學,,無《A8》,,高職,,,,23000,25000,9209,23000,9310,,9504,23000,9610,23000,9910,23000,4,4,0
16200,女,高職,,高職,,高職,,,,0,12000,8806,,8909,,9206,,9306,,9308,0,3,1,0
51486,男,大學,私立,,,五專,,,,0,21500,9401,,9403,14000,9501,,9503,,9706,27000,4,4,0
11704,女,大學,私立,高中,,大學,公立一般大學,社會科學、商業及法律領域,,拒答,拒答,9607,拒答,9708,,,,,,,37500,4,4,0
17083,女,高職,公立,國（初）中,公立,大學,私立一般大學,人文及藝術領域,,25000,25000,9607,15000,9904,,,,,,,15000,2,4,0
19970,女,五專,私立,高職,公立,碩士,私立一般大學,醫藥衛生及社福領域,62,32000,32000,9807,31000,9905,,,,,,,31000,4,4,0
13939,女,高職,私立,高職,私立,大學,私立一般大學,社會科學、商業及法律領域,,32000,32000,9608,,9901,40000,9909,,,,,40000,4,4,0
18694,男,小學,公立,國（初）中,公立,高職,,,,0,32000,9206,,9404,32000,9508,,,,,32000,3,4,0
52085,男,國(初)中,,小學,,五專,,,,0,15000,9306,,9603,,9702,33000,9708,19000,9805,30000,4,2,0
21069,男,國(初)中,公立,國（初）中,公立,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,0,8000,9110,,9202,18000,9208,,9303,,9708,31000,5,5,0
16417,女,國(初)中,私立,小學,公立,技術學院或科技大學,私立科技大學,服務領域,,0,20000,9209,15000,9303,18000,9403,20000,9502,,,40000,4,1,0
10203,女,高中普通科,公立,高職,公立,技術學院或科技大學,私立科技大學,農學領域,,0,5760,9107,,9201,17000,9206,,9209,9000,9305,23000,4,1,0
10115,男,高中職業科,私立,國（初）中,公立,大學,私立一般大學,社會科學、商業及法律領域,54,18000,18000,9810,,,,,,,,,25000,3,4,0
50674,女,高職,私立,高職,公立,五專,,,,0,6000,9002,16000,9302,18000,9306,20000,9402,,9408,20000,4,4,0
20696,男,國(初)中,公立,國（初）中,公立,技術學院或科技大學,公立技職學院,科學領域,,0,16000,9311,,9511,,9612,24000,9703,,9711,29000,4,2,0
22007,男,碩士,公立,高中職業科,私立,碩士,公立一般大學,教育領域,60,61000,14000,9307,,9309,27000,9407,,9409,61000,9810,61000,3,4,0
24754,男,國(初)中,,高職,,大學,私立一般大學,工程、製造及營造領域,47,21000,21000,9711,27500,9811,,,,,,,,2,2,0
14062,男,五專,公立,大學,私立,碩士,私立一般大學,工程、製造及營造領域,56,0,5760,8906,,8909,9000,9309,,9607,12000,9610,41000,4,4,0
16305,男,高中普通科,,高職,,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,0,18000,9207,7000,9209,10000,9310,,9607,25000,9707,遺漏值,4,4,0
21148,女,高職,私立,小學,公立,二專,私立技職學院,社會科學、商業及法律領域,,0,18000,9207,18000,9211,25000,9303,,,,,25000,4,2,0
52998,男,高中普通科,私立,高職,私立,碩士,公立科技大學,工程、製造及營造領域,,遺漏值,8000,9407,,9409,遺漏值,9901,,9905,,,,3,5,0
53125,男,國(初)中,公立,小學,公立,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,22500,22500,9408,遺漏值,9412,,9503,22500,9606,22500,9610,27500,4,4,0
24324,女,高中普通科,公立,小學,公立,大學,私立一般大學,工程、製造及營造領域,54,24000,24000,9903,,,,,,,,,25000,4,5,0
12771,男,小學,,高職,私立,技術學院或科技大學,公立科技大學,科學領域,,0,6000,9008,9000,9112,9000,9209,21000,9307,9000,9404,36000,4,1,0
13091,男,高中,公立,國（初）中,公立,技術學院或科技大學,私立科技大學,科學領域,,0,17500,9210,,9211,17000,9304,,9711,46000,9810,46000,4,4,0
22351,男,高職,公立,高職,公立,碩士,公立技職學院,科學領域,,18000,18000,9710,,9803,,9909,,,,,,2,2,0
16703,女,小學,公立,小學,公立,二專,公立技職學院,社會科學、商業及法律領域,,27000,22000,9207,24000,9509,40000,9511,27000,9711,40000,9807,50000,4,4,0
16196,男,五專,私立,高職,,碩士,公立一般大學,工程、製造及營造領域,44,8000,8000,9706,,9709,,,,,,,,2,4,0
16055,女,,,高中職業科,公立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,20000,8000,9306,,9509,20000,9609,12500,9612,22000,9806,23000,4,3,0
15890,男,大學,私立,小學,公立,大學,公立一般大學,人文及藝術領域,56,37740,37740,9802,22000,9809,28000,9904,,,,,28000,4,4,0
15109,女,博士,公立,大學,私立,大學,公立一般大學,社會科學、商業及法律領域,52,0,4800,9210,,9302,5400,9310,20000,9407,,9410,34000,4,4,0
53250,女,高職,,國（初）中,,碩士,私立一般大學,社會科學、商業及法律領域,,42000,42000,9912,,,,,,,,,42000,4,4,0
16270,女,高職,私立,小學,公立,高職,,,,20000,20000,8896,12600,8996,26000,9396,20000,9705,,,30000,4,4,0
16286,女,高職,公立,高中,私立,技術學院或科技大學,私立科技大學,人文及藝術領域,,0,25000,9306,17280,9409,,,,,,,17280,5,2,0
12582,男,五專,私立,小學,,技術學院或科技大學,私立技職學院,社會科學、商業及法律領域,,0,16000,9307,,9309,,9606,,9610,,9709,16000,4,4,0
53964,女,小學,,小學,,五專,,,,17000,9000,9211,,9311,28000,9407,17000,9905,,,20000,4,2,0
13120,男,高職,私立,國（初）中,公立,碩士,私立科技大學,工程、製造及營造領域,,0,,,,,,,,,,,,,,0
16499,男,,,高職,公立,技術學院或科技大學,私立科技大學,人文及藝術領域,,10000,9000,9207,,9209,11000,9307,,9311,10000,9606,,5,4,0
22890,女,二專,,高職,,大學,私立一般學院,服務領域,,15000,15000,9709,20000,9807,30000,9903,,,,,30000,4,3,0
19954,女,高中,,小學,,高職,,,,0,,,,,,,,,,,,,,0
12919,男,高中普通科,,高職,私立,大學,私立一般大學,科學領域,50,0,11200,9210,,9610,16000,9709,,9804,27000,9905,30000,4,2,0
14230,女,高職,公立,高中,私立,大學,私立一般大學,人文及藝術領域,,0,17500,8906,,8909,20000,9209,17000,9402,,,17000,4,2,0
24761,女,小學,公立,小學,公立,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,25000,25000,9608,,,,,,,,,26000,4,4,0
20950,男,國(初)中,,小學,,碩士,私立技職學院,工程、製造及營造領域,,0,8000,9401,,9607,,9906,,9911,,,,2,5,0
19474,男,國(初)中,,小學,,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,0,15000,9207,,9209,20000,9407,,9409,,9606,40000,4,4,0
22420,男,高職,公立,國（初）中,,碩士,公立一般大學,社會科學、商業及法律領域,,40000,17000,9207,,9208,40000,9705,,,,,40000,5,5,0
52953,女,高職,公立,五專,公立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,0,18000,9106,,9109,18000,9201,,9202,18000,9207,30000,4,4,0
18322,女,大學,公立,高職,公立,大學,私立一般大學,社會科學、商業及法律領域,37,25000,25000,9607,,,,,,,,,43000,4,4,0
52532,女,小學,公立,小學,,大學,私立一般大學,社會科學、商業及法律領域,,0,4500,9309,,9407,20000,9412,,,,,28000,4,2,0
51422,女,高中,,國（初）中,,技術學院或科技大學,私立技職學院,社會科學、商業及法律領域,,22000,16000,9207,,9209,7200,9310,,9402,22000,9709,22000,5,4,0
20507,女,小學,,小學,,技術學院或科技大學,私立科技大學,科學領域,,32000,32000,9607,,,,,,,,,33000,4,2,0
50648,女,國(初)中,公立,小學,,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,52500,52500,9607,,,,,,,,,52500,3,5,0
19824,女,高職,,高職,,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,17280,7500,9405,,9596,17280,9610,,9706,18000,9710,19000,3,4,0
23836,女,高中職業科,私立,國（初）中,公立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,18000,18000,9612,,9707,20000,9803,,,,,25000,5,3,0
50558,女,小學,公立,國（初）中,,技術學院或科技大學,公立科技大學,社會科學、商業及法律領域,,23000,5500,9109,,9209,23000,9607,25000,9712,5000,9804,25000,4,4,0
24612,女,三專,私立,三專,私立,大學,私立一般大學,科學領域,33,0,9000,9205,,9210,9000,9301,,9303,9000,9307,29000,4,2,0
22102,女,國(初)中,公立,國（初）中,公立,大學,公立一般大學,人文及藝術領域,57,0,10000,9406,,9411,,9606,30600,9702,,9902,30600,2,2,0
24665,女,二專,公立,高職,公立,大學,公立一般大學,社會科學、商業及法律領域,60,30000,0,9007,,9008,30000,9607,,,,,30000,4,3,0
10801,男,國(初)中,公立,五專,,大學,公立一般大學,人文及藝術領域,57,0,10000,9310,,9312,,9706,0,9709,,9803,,5,4,0
11785,女,大學,公立,國（初）中,公立,碩士,公立技職學院,人文及藝術領域,35,0,15000,9107,,9109,,,,,,,,1,1,0
19384,女,國(初)中,公立,小學,公立,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,0,16500,9308,,,,,,,,,20000,5,4,0
53732,女,高職,公立,五專,公立,五專,,,,0,0,9303,,9401,,9407,30000,9506,,,35000,4,3,0
20577,女,小學,,國（初）中,,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,22000,10000,8807,,8808,12000,9007,,9008,22000,9607,,4,2,0
14931,女,五專,,大學,公立,大學,私立一般大學,社會科學、商業及法律領域,40,24000,24000,9309,,9510,18000,9601,24000,9906,,,24000,4,4,0
51882,男,高職,公立,技術學院、科技大學,公立,碩士,私立技職學院,社會科學、商業及法律領域,,0,7000,9410,,9506,,9610,,9710,,9809,,2,1,0
15896,女,高中,公立,高職,私立,技術學院或科技大學,公立技職學院,社會科學、商業及法律領域,,0,0,8607,,8608,0,8701,,8702,0,8707,31000,1,4,0
18894,男,大學,私立,大學,私立,大學,私立一般大學,社會科學、商業及法律領域,48,0,,,,,,,,,,,,,,0
17117,男,高職,公立,高中,私立,大學,私立技職學院,工程、製造及營造領域,,0,16000,9301,,9303,16000,9307,,9309,16000,9401,21000,4,2,0
11421,男,五專,,小學,公立,碩士,私立一般大學,科學領域,51,0,6400,9408,8500,9502,,9504,9600,9508,,9612,,2,4,0
24285,女,小學,,高中,,大學,私立一般學院,社會科學、商業及法律領域,,22000,,9310,22000,9808,30000,9906,,,,,30000,3,3,0
10288,女,大學,私立,高職,私立,大學,公立一般大學,教育領域,52,0,0,9609,9000,9703,25000,9709,9000,9806,30000,9903,33000,4,4,0
11517,女,小學,,國（初）中,,大學,私立一般大學,社會科學、商業及法律領域,48,0,5280,8911,,9008,6400,9302,20000,9307,7200,9309,30000,1,2,0
50131,男,二專,公立,二專,公立,五專,,,,0,20000,9207,,9209,20000,9307,,9309,,9412,50000,4,4,0
54152,男,高職,公立,國（初）中,公立,碩士,公立一般大學,社會科學、商業及法律領域,,0,13200,9201,,9203,0,9407,,9410,,,,3,4,0
15364,女,二專,,高中普通科,,博士,公立一般大學,科學領域,,0,,,,,,,,,,,,,,0
13980,男,小學,公立,小學,公立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,0,16000,9207,,,,,,,,,35000,4,4,0
13575,女,國(初)中,公立,小學,公立,技術學院或科技大學,私立技職學院,科學領域,,30000,10000,9002,30000,9608,,9710,35000,9801,10000,9810,30000,4,4,0
50325,女,國(初)中,,小學,,技術學院或科技大學,私立技職學院,醫藥衛生及社福領域,,23000,15000,9407,,9505,,9509,23000,9705,,,40000,3,4,0
17392,女,國(初)中,,高中,,技術學院或科技大學,私立技職學院,社會科學、商業及法律領域,,30000,6000,9206,25000,9209,30000,9908,,,,,30000,4,4,0
16009,女,國(初)中,公立,高職,公立,大學,私立一般大學,社會科學、商業及法律領域,42,36000,36000,9608,,,,,,,,,36000,4,3,0
17735,女,高中,,高中,,大學,私立一般大學,社會科學、商業及法律領域,,25000,25000,9609,27000,9706,22000,9802,,,,,22000,5,4,0
23440,女,高職,私立,高職,私立,技術學院或科技大學,私立技職學院,科學領域,,29000,10000,9206,29000,9704,8000,9706,22000,9808,,,26000,2,4,0
15905,女,高中職業科,公立,高中職業科,公立,大學,公立一般大學,服務領域,51,10000,16000,9207,,9209,12000,9401,,9407,10000,9805,39000,2,4,0
51732,女,高職,私立,高職,私立,大學,私立一般大學,人文及藝術領域,,28000,28000,9707,30000,9712,,,,,,,32000,3,3,0
53996,男,,,大學,私立,大學,私立一般大學,社會科學、商業及法律領域,,35000,6000,9007,,9212,6000,9408,,9412,35000,9708,35000,5,3,0
17664,女,國(初)中,,高中普通科,,大學,公立一般大學,教育領域,,0,0,9609,,9701,26000,9908,,,,,,5,5,0
10599,女,國(初)中,,小學,,大學,私立一般大學,服務領域,,18000,18000,9708,19000,9805,20000,9812,,,,,20000,1,1,0
53767,女,大學,,五專,,技術學院或科技大學,私立技職學院,人文及藝術領域,,28000,20000,9409,28000,9607,,,,,,,33000,4,5,0
15047,男,,,國（初）中,,技術學院或科技大學,私立技職學院,人文及藝術領域,45,0,16320,9107,,9110,,9206,17000,9209,,9409,22000,5,4,0
51958,男,高職,私立,國（初）中,公立,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,0,40000,9106,,,,,,,,,40000,5,5,0
23869,女,高職,公立,國（初）中,公立,二專,私立技職學院,社會科學、商業及法律領域,,0,6270,8906,,8909,7200,9009,7200,9103,,9309,26000,4,4,0
23665,女,高中,私立,高職,公立,大學,私立一般大學,社會科學、商業及法律領域,50,0,14000,9401,,9402,,9706,22000,9803,26300,9810,26300,3,2,0
14919,女,國(初)中,,五專,私立,技術學院或科技大學,私立技職學院,人文及藝術領域,拒答,22000,18000,9206,,9209,21500,9405,,9411,22000,9607,22000,1,1,0
13699,女,大學,私立,大學,私立,大學,私立一般大學,人文及藝術領域,65,0,13000,9207,,9706,,,,,,,,1,4,0
22223,女,高中,公立,高中職業科,私立,碩士,公立一般大學,人文及藝術領域,60,33000,33000,9711,32000,9903,30000,9907,,,,,30000,2,5,0
53330,男,國(初)中,,,,五專,,,,0,1200,8906,,8909,9240,8911,,9108,20000,9207,25000,4,3,0
19336,女,五專,私立,小學,公立,大學,私立一般大學,社會科學、商業及法律領域,,23000,23000,9607,28000,9704,25000,9811,,,,,28000,4,3,0
11675,男,大學,公立,大學,私立,大學,公立一般大學,工程、製造及營造領域,56,0,27000,9409,,,,,,,,,,4,4,0
51760,男,五專,,國（初）中,,五專,,,,0,26000,9406,,9601,,9701,27000,9801,,,27000,4,3,0
22906,男,五專,,高職,公立,大學,私立一般大學,社會科學、商業及法律領域,54,20000,20000,9712,35000,9901,,,,,,,35000,4,3,0
21482,男,國(初)中,,高職,私立,高職,,,,0,22000,9307,22000,9407,,9511,,9701,24000,9705,24000,4,1,0
14398,女,小學,,國（初）中,公立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,0,18000,9312,20000,9404,,9410,20000,9503,,9506,,4,1,0
24660,女,大學,私立,五專,私立,大學,私立一般大學,醫藥衛生及社福領域,,67500,67500,9609,,,,,,,,,67500,5,1,0
52758,男,國(初)中,公立,國（初）中,公立,五專,,,,15000,10000,9107,15000,9402,,9512,15000,9704,,,20000,4,5,0
17815,女,國(初)中,,國（初）中,,技術學院或科技大學,私立科技大學,科學領域,,20000,10000,9206,15000,9208,,9401,12000,9404,20000,9608,28000,4,2,0
14754,男,國(初)中,,國（初）中,,大學,公立一般學院,服務領域,,0,6000,9508,,9608,24000,9707,30000,9806,24000,9811,24000,4,5,0
11919,女,高中,公立,高職,私立,碩士,私立科技大學,社會科學、商業及法律領域,,22000,0,9507,,9509,22000,9712,,9810,,,,4,4,0
14830,男,小學,公立,國（初）中,,碩士,私立一般大學,工程、製造及營造領域,45,0,5000,9207,6000,9210,8000,9402,,9502,,9809,40000,4,2,0
14699,女,高中普通科,公立,小學,公立,高職,,,,21000,8500,8909,10530,9006,20500,9207,21000,9612,,,23000,3,4,0
54135,女,小學,,小學,,技術學院或科技大學,私立一般大學,服務領域,,26000,15000,9008,,9009,,9402,21000,9509,26000,9608,23000,2,4,0
13051,男,二專,,二專,公立,大學,私立一般大學,科學領域,,0,,,,,,,,,,,,,,0
50356,女,高職,,高職,,技術學院或科技大學,私立一般學院,社會科學、商業及法律領域,,0,12240,9108,,9306,0,9606,25000,9711,0,9805,0,3,1,0
15473,女,高職,私立,小學,,大學,私立一般大學,社會科學、商業及法律領域,,20000,6000,9507,,9509,20000,9608,,9711,20000,9811,20000,4,2,0
10106,女,國(初)中,公立,高中普通科,私立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,21000,12000,9307,,9402,21000,9607,,,,,23000,4,2,0
15794,男,二專,,大學,私立,大學,私立一般大學,工程、製造及營造領域,39,0,11000,9309,,9406,12000,9603,,9701,15000,9808,,4,2,0
14846,男,五專,,高職,,大學,私立一般學院,社會科學、商業及法律領域,,17000,8000,8907,,8909,12000,9407,,9409,17000,9607,30000,3,3,0
10707,女,大學,私立,大學,私立,大學,私立一般大學,社會科學、商業及法律領域,,25000,25000,9704,,9811,24000,9903,25000,9904,,,25000,4,2,0
17974,男,大學,私立,高中,公立,大學,私立一般大學,工程、製造及營造領域,,0,18000,9207,,9209,2400,9309,,9402,,9607,,4,1,0
14276,女,高中,,小學,公立,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,29000,29000,9610,,,,,,,,,29000,2,4,0
18578,男,高職,,高職,,技術學院或科技大學,私立技職學院,社會科學、商業及法律領域,35,0,10000,9105,,9105,10000,9205,,9206,0,9507,,1,4,0
11977,女,國(初)中,,小學,,大學,公立技職學院,社會科學、商業及法律領域,,22000,12800,9009,22000,9405,22000,9708,60000,9711,30000,9904,35000,2,5,0
15431,女,五專,,國（初）中,,技術學院或科技大學,私立技職學院,人文及藝術領域,,17000,17000,9704,,,,,,,,,20000,2,3,0
12431,男,軍警官學校,,大學,公立,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,0,21000,9404,35000,9406,,9701,22000,9705,,9709,12000,2,2,0
10485,男,五專,私立,,,大學,私立一般大學,工程、製造及營造領域,59,24000,12000,9206,,9209,拒答,9302,,9509,24000,9609,,3,3,0
19144,男,大學,,高中,私立,碩士,公立一般大學,科學領域,69,0,6500,9409,,9601,,9810,45000,9911,,,45000,5,4,0
14231,女,國(初)中,公立,國（初）中,公立,大學,私立一般大學,科學領域,,25000,25000,9608,,,,,,,,,25000,4,3,0
23103,女,五專,私立,五專,私立,大學,私立一般大學,社會科學、商業及法律領域,60,22000,22000,9707,17800,9710,22000,9807,17800,9904,,,17800,4,3,0
17814,男,五專,私立,五專,私立,大學,私立一般大學,科學領域,55,0,22000,9501,,9505,36000,9603,,,,,40000,4,2,0
53374,男,高職,公立,高職,公立,技術學院或科技大學,私立科技大學,科學領域,,20000,20000,9710,27000,9802,33000,9807,,,,,35000,4,2,0
12125,女,三專,私立,高中,公立,碩士,私立一般大學,醫藥衛生及社福領域,46,0,0,9502,,9509,0,9808,28500,9902,32000,9905,53000,5,4,0
12251,男,五專,,五專,私立,碩士,公立一般大學,工程、製造及營造領域,69,46000,46000,9909,,,,,,,,,46000,5,4,0
21892,男,高職,私立,國（初）中,,技術學院或科技大學,私立技職學院,科學領域,,0,22000,9309,,9801,,9811,22000,9904,,,22000,4,2,0
22594,男,國(初)中,,小學,,碩士,公立技職學院,工程、製造及營造領域,,0,21000,9206,,9209,25000,9309,10000,9406,,9509,,2,5,0
20812,女,大學,私立,高職,,大學,公立一般大學,社會科學、商業及法律領域,51,6000,6000,9710,,9808,25000,9903,,,,,25000,2,1,0
54160,女,高中職業科,私立,高職,公立,五專,,,,30000,24000,9404,30000,9612,28000,9807,,,,,31000,5,4,0
50850,男,國(初)中,,小學,,技術學院或科技大學,私立科技大學,科學領域,,0,7500,9502,,9503,,9706,,9711,,9810,,1,5,0
14163,女,國(初)中,公立,小學,,大學,公立一般大學,教育領域,55,15000,15000,9608,25000,9708,25000,9802,,,,,25000,5,5,0
12936,女,國(初)中,,小學,,大學,私立一般大學,人文及藝術領域,,22000,22000,9703,,,,,,,,,25500,4,2,0
10462,男,小學,公立,高職,,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,0,15000,9207,,9704,25000,9803,32900,9908,,,32900,4,1,0
12010,男,國(初)中,,小學,,大學,私立一般大學,人文及藝術領域,48,25000,12000,9208,12000,9403,25000,9707,75000,9907,,,75000,4,2,0
51426,女,大學,公立,高中,私立,大學,私立一般大學,社會科學、商業及法律領域,,0,15000,9001,,9002,9000,9603,,9606,,9707,28000,4,4,0
50360,女,國(初)中,,國（初）中,,大學,私立科技大學,醫藥衛生及社福領域,,0,8500,9510,,9512,,9609,,,,,,2,2,0
53825,男,高中,私立,高中職業科,私立,碩士,公立一般大學,教育領域,,0,,,,,,,,,,,,,,0
52760,男,小學,公立,小學,公立,五專,,,,25000,25000,9702,,,,,,,,,25000,5,3,0
19125,女,軍警校專修班,公立,高中職業科,公立,技術學院或科技大學,私立科技大學,農學領域,36,36000,36000,9609,40000,9911,,,,,,,40000,4,2,0
12500,女,高中,公立,高職,公立,碩士,私立一般大學,醫藥衛生及社福領域,,0,0,8908,,8910,0,9001,,9003,0,9007,,3,1,0
23357,男,小學,公立,小學,公立,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,25200,10920,9107,,9109,14400,9309,25200,9706,,9805,22000,5,1,0
20659,女,高職,私立,高職,公立,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,0,10000,9196,,9196,12000,9296,15000,9396,,9405,20000,4,2,0
21468,男,高職,私立,小學,公立,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,46,21000,21000,9901,21000,9906,22000,9910,,,,,22000,3,4,0
52787,男,高中普通科,公立,國（初）中,公立,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,17000,17000,9612,,9702,,9710,34000,9811,,,34000,5,1,0
24813,男,國(初)中,,小學,,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,28000,28000,9709,24000,9810,28000,9909,,,,,28000,4,4,0
13493,女,國(初)中,公立,小學,公立,大學,私立一般大學,社會科學、商業及法律領域,,22000,22000,9606,25000,9807,,,,,,,25000,5,4,0
51521,男,小學,,國（初）中,,五專,,,,0,19000,9207,30000,9406,22000,9409,,9608,30000,9709,20000,4,5,0
24579,男,二專,公立,五專,私立,碩士,公立一般大學,工程、製造及營造領域,72,77500,77500,9910,,,,,,,,,77500,4,4,0
54370,女,高職,,國（初）中,公立,技術學院或科技大學,公立技職學院,社會科學、商業及法律領域,,20000,7000,9410,,9501,20000,9709,20000,9804,25000,9808,23000,2,3,0
14661,男,小學,,小學,,高職,,,,0,,9296,,,30000,,0,,,,0,1,1,0
24598,女,國(初)中,不合理值,國（初）中,不合理值,高中,私立一般大學,社會科學、商業及法律領域,,0,8000,,遺漏值,,,,,,,,,2,2,0
17102,男,小學,公立,小學,公立,大學,私立一般大學,社會科學、商業及法律領域,,0,8000,9206,17000,9306,19000,9312,18000,9412,,9803,32000,5,5,0
24302,男,高中普通科,公立,高中職業科,公立,技術學院或科技大學,私立技職學院,社會科學、商業及法律領域,,0,18240,9007,,9009,20000,9206,17600,9210,22000,9306,43000,5,1,0
19656,女,高中普通科,公立,高中,,大學,私立一般大學,社會科學、商業及法律領域,,0,6400,9210,8400,9306,6000,9403,,,,,6000,4,4,0
18993,男,大學,私立,技術學院、科技大學,公立,大學,公立一般大學,教育領域,54,45000,45000,9908,,,,,,,,,45000,3,5,0
23429,女,小學,,小學,,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,17600,21000,9409,16000,9506,17600,9903,19300,9910,,,19300,4,2,0
19708,女,高職,私立,高職,,碩士,私立一般大學,醫藥衛生及社福領域,49,30000,30000,9908,40000,9911,,,,,,,40000,4,5,0
22665,女,大學,公立,三專,私立,大學,私立一般大學,服務領域,,20000,20000,9607,20000,9611,26000,9703,,9809,30000,9910,30000,4,4,0
21544,女,國(初)中,公立,高職,公立,碩士,公立一般大學,人文及藝術領域,59,50000,50000,9707,12800,9808,45000,9907,,,,,45000,3,3,0
10754,女,,,高職,私立,大學,私立一般大學,社會科學、商業及法律領域,42,0,25000,9604,,9810,35000,9904,26000,9908,,,26000,3,3,0
52821,女,二專,私立,國（初）中,公立,大學,私立一般大學,社會科學、商業及法律領域,,17500,17500,9707,,9709,40000,9809,,,,,40000,4,4,0
17380,男,國(初)中,公立,小學,公立,大學,私立一般大學,人文及藝術領域,42,0,17000,9007,,9009,9000,9307,,9601,,9606,35000,4,5,0
10591,男,高職,公立,小學,公立,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,0,10000,9209,,9212,24000,9303,,9403,13000,9501,拒答,4,2,0
23059,男,高中,,國（初）中,,高職,,,,0,8000,9201,,9207,12800,9210,18000,9303,24640,9404,28000,4,4,0
53307,男,國(初)中,公立,國（初）中,公立,大學,私立一般大學,人文及藝術領域,38,0,10000,9406,,9503,,9706,,9810,,9909,,1,2,0
19650,男,國(初)中,,國（初）中,,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,16000,16000,9707,,,,,,,,,28000,4,4,0
21795,男,小學,,國（初）中,公立,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,5000,5000,9607,,9611,,9712,18000,9908,,,18000,4,4,0
14778,男,高職,,高職,,大學,私立一般大學,科學領域,58,14000,14000,9611,,9801,30600,9806,30600,9903,,,30600,2,2,0
23969,男,軍警官學校,,小學,,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,12000,12000,9701,,9702,,9806,,9809,,9908,,3,1,0
20313,女,小學,公立,小學,公立,技術學院或科技大學,私立技職學院,社會科學、商業及法律領域,,0,23000,9409,,9606,21000,9708,,9809,20000,9906,20000,3,4,0
22899,女,五專,,五專,,技術學院或科技大學,私立技職學院,人文及藝術領域,,25000,18000,9409,25000,9606,32000,9701,,,,,60000,4,2,0
10618,女,國(初)中,,國（初）中,,大學,私立一般大學,醫藥衛生及社福領域,51,0,0,9702,,9706,31000,9710,,,,,31000,4,4,0
23785,女,高中普通科,私立,高中,公立,大學,私立一般大學,醫藥衛生及社福領域,53,0,0,8907,,8909,0,9207,,9209,18000,9507,30000,4,5,0
50584,男,高職,私立,小學,公立,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,0,11400,9505,,9607,,9612,30000,9712,23000,9805,40000,3,1,0
21613,女,高職,,高職,,大學,私立一般大學,社會科學、商業及法律領域,48,0,21000,9507,,9607,28000,9706,29000,9806,,,32000,5,4,0
50574,男,,,二專,公立,技術學院或科技大學,公立技職學院,工程、製造及營造領域,33,0,18000,9207,,9210,18000,9307,,9310,18000,9407,38000,4,2,0
18033,男,大學,私立,五專,私立,大學,私立一般大學,人文及藝術領域,58,25000,25000,9609,22000,9704,,9711,26000,9807,30000,9910,30000,4,1,0
